Brand_ID,Brand,Country,Whiskies,Votes,Rating,Brand_Ranking
3741,Shelter Point,Canada,7,3,86.89,C
3742,Shenk's Homestead,United States,3,3,85.5,C
3743,Shenton A. L.,Canada,1,NA,NA,G
3744,Sherbrook,United States,1,1,90,B
3745,Sherry,Scotland,2,1,83.24,D
3746,Sherry Bomb,Germany,2,2,89.36,C
3747,Sherry Cask Collection,Scotland,6,6,86.59,C
3748,Sherry Darling,Sweden,4,4,82.32,D
3749,Sherwood,United States,1,NA,NA,G
3750,Shetland,Scotland,1,NA,NA,G
3751,Shetland Reel,Scotland,7,2,85.5,C
3752,Shieldaig,Scotland,11,3,80.58,D
3753,Shin,Japan,2,2,79,E
3754,Shinshu,Japan,124,88,86.42,C
3755,Shippen Bros.,United States,2,2,81.67,D
3756,Shirakawa,Japan,NA,NA,NA,G
3757,Shootlands,Scotland,1,NA,NA,G
3758,Shore Porters' Society,Scotland,1,NA,NA,G
3759,Short Mountain,United States,1,NA,NA,G
3760,Shyte Whisky,Scotland,1,1,83,D
3761,SIA,Scotland,1,1,75,E
3762,Siar-Port,Scotland,1,1,81,D
3763,Signature,India,1,1,72,F
3764,Sikkim,India,4,4,58,G
3765,Sild,Germany,3,2,83.9,D
3766,Silkie,Ireland,1,1,61.67,G
3767,Silver Barley,Scotland,1,NA,NA,G
3768,Silver Coyote,United States,1,1,81,D
3769,Silver Pitcher,United States,1,NA,NA,G
3770,Silver Seal,Scotland,15,11,76.25,E
3771,Silver Star,United States,1,NA,NA,G
3772,Silverhorn,United States,1,NA,NA,G
3773,Silverstone,Scotland,2,NA,NA,G
3774,Simon's,Germany,2,1,71.5,F
3775,Simpson's,Scotland,2,NA,NA,G
3776,Sin-Gold,Germany,8,5,73.87,F
3777,Single Barrel Light Whiskey,United States,4,2,80.5,D
3778,Single Barrel Rye Whiskey,United States,1,1,82,D
3779,Single Cask Single Island Malt,Scotland,1,1,84.67,D
3780,Single Cask Single Islay Malt,Scotland,4,2,82,D
3781,Single Cask Whisky,,3,3,90.74,B
3782,Single Grain Scotch Whisky,Scotland,2,2,81.13,D
3783,Single Highland Malt,Scotland,3,1,86.25,C
3784,Single Highland Malt Whisky,Scotland,1,NA,NA,G
3785,Single Irish Malt,Ireland,2,1,78,E
3786,Single Island Malt,Scotland,6,3,86.33,C
3787,Single Islay Malt,Scotland,12,7,83.89,D
3788,Single Islay Malt Scotch Whisky,Scotland,3,2,80.67,D
3789,Single Lowland Grain,Scotland,1,1,90.92,B
3790,Single Lowland Malt,Scotland,3,2,80.75,D
3791,Single Malt,,3,1,86.18,C
3792,Single Malt Highland Scotch Whisky,Scotland,1,NA,NA,G
3793,Single Malt Irish Whiskey,Ireland,25,23,86.65,C
3794,Single Malt Scotch Whisky,Scotland,10,3,79.83,E
3795,Single Malt Speyside Scotch Whisky,Scotland,1,1,73,F
3796,Single Malt Whisky,,2,2,85.25,C
3797,Single Speyside,Scotland,2,1,86,C
3798,Single Speyside Malt,Scotland,4,1,88.47,C
3799,Single Speyside Malt Scotch Whisky,Scotland,2,1,87,C
3800,Single-single,Scotland,13,9,86.94,C
3801,Sintez Group & Co,Scotland,1,NA,NA,G
3802,Siobhán,Ireland,1,1,90.21,B
3803,Sir Connery,Scotland,1,1,64.33,G
3804,Sir Edward's,Scotland,11,3,62.92,G
3805,Sir Frederic,Scotland,1,NA,NA,G
3806,Sir Harald,Scotland,1,NA,NA,G
3807,Sir James,Scotland,1,NA,NA,G
3808,Sir No. 1,Scotland,1,NA,NA,G
3809,Sir Pitterson,Scotland,2,1,31,G
3810,Sir Walter Raleigh,Scotland,5,1,68,G
3811,Six & Twenty,United States,1,NA,NA,G
3812,Skagit Moon,United States,NA,NA,NA,G
3813,Skara Brae,Scotland,4,2,86.41,C
3814,Skara Brae,Scotland,1,1,83,D
3815,Skerridhu,Scotland,1,1,84,D
3816,Skibbereen Eagle,Ireland,NA,NA,NA,G
3817,Skip Rock,United States,1,NA,NA,G
3818,Skot'Tiche,Belgium,1,1,51,G
3819,Skotlantilaista Whiskyä,Scotland,1,NA,NA,G
3820,SKScott,Scotland,1,NA,NA,G
3821,Skye,Scotland,1,1,96,A
3822,Slaintheva,Scotland,8,4,81.2,D
3823,Slane,Ireland,3,3,76.83,E
3824,Slane Castle,Ireland,2,2,72.75,F
3825,Slaughter House,United States,1,1,85.33,C
3826,Sleipnir,France,1,1,75,E
3827,Slieve Foy,Ireland,3,1,85,C
3828,Slitisian,Germany,4,3,60.83,G
3829,Slochmor,Scotland,1,1,85,C
3830,Sloupisti,Germany,13,12,73.75,F
3831,Slow Hand,United States,2,1,75,E
3832,Slyrs,Germany,115,80,77.16,E
3833,SmallestWhiskyBarOnEarth,Switzerland,29,13,79.26,E
3834,Smo'key,Scotland,2,NA,NA,G
3835,Smögen,Sweden,34,27,85.77,C
3836,Smoke Bomb,Scotland,1,1,82.75,D
3837,Smoked!,Scotland,1,1,82,D
3838,Smokehead,Scotland,15,12,83.48,D
3839,Smokestack,Scotland,1,1,83.5,D
3840,Smokey Joe,Scotland,2,1,79.87,E
3841,Smokin',Scotland,1,1,78.44,E
3842,Smokin' Islay Malt,Scotland,1,1,87.85,C
3843,Smoking Buffalo,Scotland,7,7,86.82,C
3844,Smoking Islay,Scotland,52,40,84.84,D
3845,Smoking Mill,Scotland,1,1,90,B
3846,Smoky Goat,Scotland,1,1,74.92,F
3847,Smoky Voice,Scotland,1,1,87.17,C
3848,Smooth Ambler,United States,143,40,83.96,D
3849,Smooth Gentleman,Scotland,4,3,79.11,E
3850,Smuggler's Vintage Cask,Scotland,1,1,87,C
3851,Smugglers' Notch,United States,4,NA,NA,G
3852,Snake River,United States,1,1,17,G
3853,Society of Bourbon Connoisseurs,United States,6,2,83,D
3854,Solo,Scotland,1,NA,NA,G
3855,Somerset,Scotland,1,NA,NA,G
3856,Something Special,Scotland,21,12,82.67,D
3857,Somewhere from the Speyside,Scotland,2,1,80.57,D
3858,Somewhere in Ireland,Ireland,1,1,89.43,C
3859,Somewhere in Speyside,Scotland,1,1,91.59,B
3860,Somewhere in the Speyside Region,Scotland,1,1,89.17,C
3861,Son of a Gun,United Kingdom,1,NA,NA,G
3862,Son of a Peat,Scotland,1,NA,NA,G
3863,Sonnenbräu,Switzerland,6,4,78.38,E
3864,Sonnenscheiner,Germany,4,4,71.11,F
3865,Sonoma County,United States,16,13,85.17,C
3866,Sons of Liberty,United States,6,4,78.5,E
3867,Sound of Iona,Scotland,1,NA,NA,G
3868,Sound of Islay,Scotland,2,2,83.5,D
3869,South Boston,United States,1,1,70,F
3870,South Island,New Zealand,9,6,81.32,D
3871,South Islay Jewel,Scotland,1,1,89,C
3872,South Islay Single Malt,Scotland,1,1,85.5,C
3873,South of Islay,Scotland,2,2,84.68,D
3874,South Shore,Scotland,3,3,85.44,C
3875,South Shore Islay Malt,Scotland,1,1,84.6,D
3876,Southern Artisan Spirits,United States,2,NA,NA,G
3877,Southern Coast Distillers,Australia,8,2,83.5,D
3878,Southern Grain Spirits,New Zealand,1,1,65.33,G
3879,Southern Islay Single Malt Scotch Whisky,Scotland,1,1,80.67,D
3880,Southern Star,United States,5,NA,NA,G
3881,Southern Tier,United States,2,NA,NA,G
3882,Southshore,Scotland,2,2,87.45,C
3883,Spade&Bushel,Ireland,1,1,81,D
3884,Speakeasy,United States,1,NA,NA,G
3885,Speakeasy Select,United States,1,NA,NA,G
3886,Special Islay Malt,Scotland,10,10,84.09,D
3887,Special Malt,Scotland,1,NA,NA,G
3888,Special Reserve,Scotland,5,NA,NA,G
3889,Special Speyside Malt,Scotland,1,1,85.83,C
3890,Special Vatting,Scotland,7,6,82.58,D
3891,Speireag,Scotland,1,1,89,C
3892,Spencer Club,Scotland,1,1,77.5,E
3893,Sperbers,Germany,3,1,84,D
3894,SPEY,Scotland,27,19,83.22,D
3895,Spey River,Scotland,3,1,77.67,E
3896,Spey Royal,Scotland,6,2,84,D
3897,Spey Vintage,Scotland,1,NA,NA,G
3898,Speybridge,Scotland,5,4,85.64,C
3899,Speyburn,Scotland,138,104,83.14,D
3900,Speymhor,Scotland,1,1,72.5,F
3901,Speyside,Scotland,84,61,84.52,D
3902,Speyside Blended Malt Scotch Whisky,Scotland,2,NA,NA,G
3903,Speyside Cooperage,Scotland,3,3,75.87,E
3904,Speyside distilled in Ballindalloch,Scotland,2,1,93,B
3905,Speyside Distillery,Scotland,183,123,83.98,D
3906,Speyside Finest,Scotland,3,3,88.55,C
3907,Speyside Glenlivet Region,Scotland,1,1,87.6,C
3908,Speyside Hero,Scotland,2,2,89.07,C
3909,Speyside King,Scotland,1,1,85.25,C
3910,Speyside Malt,Scotland,12,6,90.49,B
3911,Speyside Mysteria,Scotland,4,4,88.16,C
3912,Speyside Region,Scotland,62,56,89.46,C
3913,Speyside Region Malt,Scotland,9,6,91.3,B
3914,Speyside Region Selection,Scotland,5,5,87.17,C
3915,Speyside Reserve,Scotland,3,2,82.75,D
3916,Speyside Single Malt,Scotland,7,5,90.79,B
3917,Speyside Single Malt Scotch Whisky,Scotland,12,7,85.48,C
3918,Speyside's Finest Distillery,Scotland,4,3,91.28,B
3919,Speysider,Scotland,1,1,88,C
3920,Spezialitätenbrauerei Eckart,Germany,5,NA,NA,G
3921,Spica,Scotland,1,NA,NA,G
3922,Spice King,Scotland,9,8,80.61,D
3923,Spillers Bonio,Scotland,1,NA,NA,G
3924,Spinnaker,Germany,15,8,72.49,F
3925,Spirale,Scotland,3,3,90.33,B
3926,Spirit Collection,Scotland,6,NA,NA,G
3927,Spirit Hound,United States,1,1,81,D
3928,Spirit of Aarhus,Denmark,1,1,76,E
3929,Spirit of Boston,United States,1,NA,NA,G
3930,Spirit of Dublin,Ireland,3,2,69.25,G
3931,Spirit of Freedom,Scotland,4,4,82.31,D
3932,Spirit of Memories,,1,1,87.5,C
3933,Spirit of Mensa,Scotland,3,1,88,C
3934,Spirit of Munro,New Zealand,1,NA,NA,G
3935,Spirit of Robyn Hoode,Scotland,4,NA,NA,G
3936,Spirit of Speyside Whisky Festival,Scotland,12,5,78.53,E
3937,Spirit of TOAD,United Kingdom,1,1,86,C
3938,Spirit of Unity,Scotland,1,1,83.19,D
3939,Spirit of Yorkshire Distillery,United Kingdom,2,2,89,C
3940,Spirit Works,United States,1,NA,NA,G
3941,Spiritz of the Isles,Scotland,1,1,84.75,D
3942,Split Rock,United States,1,1,81.33,D
3943,Sporting,Portugal,NA,NA,NA,G
3944,Spring 44,United States,1,NA,NA,G
3945,Spring Mill,United States,1,NA,NA,G
3946,Spring River,United States,3,NA,NA,G
3947,Springavulin,Scotland,1,1,85,C
3948,Springbank,Scotland,2081,1553,88.72,C
3949,Spyniemor,Scotland,2,1,90,B
3950,Square One,United States,1,NA,NA,G
3951,Squires,Scotland,1,NA,NA,G
3952,St Magdalene,Scotland,124,97,89.09,C
3953,St. Andrews,,2,2,86.12,C
3954,St. Augustine,United States,1,NA,NA,G
3955,St. Beccan's Dram,Ireland,1,1,89.5,C
3956,St. Declan’s Well,Ireland,1,1,90.64,B
3957,St. Edmund Hall,Scotland,1,NA,NA,G
3958,St. George,Philippines,1,NA,NA,G
3959,St. George (RU),Russian Federation,1,1,82,D
3960,St. George Spirits,United States,16,9,78.63,E
3961,St. James' Blend,Scotland,1,1,82,D
3962,St. James's,Scotland,5,1,84,D
3963,St. Kilian,Germany,12,11,81.31,D
3964,St. Mirren F.C.,Scotland,1,NA,NA,G
3965,St. Patrick's,Ireland,5,4,80.78,D
3966,St. Patrick's Prayer,Ireland,1,1,90.07,B
3967,Stadler,Germany,1,NA,NA,G
3968,Stage Coach,United States,1,NA,NA,G
3969,Stagg Jr.,United States,11,10,87.53,C
3970,Stalk & Barrel,Canada,26,17,79.97,E
3971,Stammheimer,Switzerland,3,1,72.67,F
3972,Standard Wormwood,United States,3,NA,NA,G
3973,Staoisha,Scotland,1,1,82,D
3974,Stark Spirits,United States,5,NA,NA,G
3975,Starkenberg,Austria,4,1,71.91,F
3976,Starlight Distillery,United States,3,NA,NA,G
3977,Starrag Clach,Switzerland,1,NA,NA,G
3978,Stars & Stripes,United States,5,1,65,G
3979,Starward,Australia,8,5,82.2,D
3980,Statesman,Scotland,6,2,53.85,G
3981,Stauning,Denmark,56,46,78.18,E
3982,Steaming in the Highlands,Scotland,NA,NA,NA,G
3983,Steel Bonnets,United Kingdom,1,NA,NA,G
3984,Stein,United States,5,NA,NA,G
3985,Steirischer Whisky,Austria,1,NA,NA,G
3986,Sterling,Scotland,1,NA,NA,G
3987,Sterling Reserve,India,NA,NA,NA,G
3988,Stewart,United States,1,NA,NA,G
3989,Stewart's,Scotland,2,NA,NA,G
3990,Stewarts Cream of the Barley,Scotland,9,8,83.17,D
3991,Stewarts Dundee,United Kingdom,9,3,83.06,D
3992,Still Waters,Scotland,1,NA,NA,G
3993,Stillbrook,United States,8,2,81.1,D
3994,Stillhouse,United States,1,1,55.5,G
3995,StilltheOne,United States,2,1,83,D
3996,Stinghers,Scotland,1,NA,NA,G
3997,Stirling Castle,Scotland,1,1,83.25,D
3998,Stitzel-Weller,United States,1,NA,NA,G
3999,Stoaninger,Austria,1,1,77.5,E
4000,Stock Plzeň,Czech Republic,2,NA,NA,G
4001,Stöfflbräu,Austria,1,1,72.5,F
4002,Stokerij De Onrust,Netherlands,3,2,60.34,G
4003,Stolen Whiskey,United States,1,NA,NA,G
4004,Stolen Youth,United Kingdom,NA,NA,NA,G
4005,Stone Barn,United States,3,NA,NA,G
4006,Stone Castle,United States,1,NA,NA,G
4007,Stone of Manhood,Scotland,1,NA,NA,G
4008,StoneHammer,United States,1,NA,NA,G
4009,Stonewall Malts,Germany,2,2,89.94,C
4010,Stonewood,Germany,11,7,60.05,G
4011,Stork Club,Germany,6,3,77.56,E
4012,Storm,Scotland,2,2,80.34,D
4013,Störtebeker,Germany,2,1,76.5,E
4014,Straight Bourbon Whiskey,United States,9,6,88.65,C
4015,Straight Edge,United States,1,1,82.7,D
4016,Straight from the Cask,Scotland,3,2,87.84,C
4017,Straight Rye Whiskey,United States,1,NA,NA,G
4018,Stranahan's,United States,21,13,85.74,C
4019,Strangford,Ireland,2,1,72,F
4020,Strathayr,Scotland,2,1,77,E
4021,Strathbeag,Scotland,1,1,80,D
4022,Strathblair,Scotland,1,NA,NA,G
4023,Strathclyde,Scotland,125,91,85.92,C
4024,Strathcolm,Scotland,3,3,78.47,E
4025,Strathconon,Scotland,4,2,84.5,D
4026,Strathearn,Scotland,19,8,81.51,D
4027,Stratheden,Scotland,10,6,80.32,D
4028,Strathglen,Scotland,1,NA,NA,G
4029,Strathisla,Scotland,489,390,88.01,C
4030,Strathmill,Scotland,316,235,84.59,D
4031,Strathmore,Scotland,5,2,87.58,C
4032,Strathspey,Scotland,2,2,82.34,D
4033,Straw Boys,Ireland,1,NA,NA,G
4034,Stronachie,Scotland,21,18,79.88,E
4035,Strong's,Scotland,1,NA,NA,G
4036,STRT,Scotland,1,NA,NA,G
4037,Stuart,Scotland,1,NA,NA,G
4038,Stuart's,Scotland,1,NA,NA,G
4039,Stuart's,United States,2,NA,NA,G
4040,Sugarlands,United Arab Emirates,2,2,76.5,E
4041,Sullivans Cove,Australia,90,59,84.18,D
4042,Sun Shine,Japan,6,4,85.44,C
4043,Sunken Still,Belgium,1,1,74,F
4044,Sunny Brook,United States,2,NA,NA,G
4045,Suntory,Japan,248,98,83.67,D
4046,Supreme,Scotland,1,1,87,C
4047,Surselva Bräu,Switzerland,5,1,66.25,G
4048,Susquehanna,United States,1,NA,NA,G
4049,Swabbie Whiskey,United States,2,NA,NA,G
4050,Sweden Rock,Scotland,2,2,69.82,G
4051,Swhisky,Switzerland,10,6,59.42,G
4052,Swiss Single Malt Whisky,Switzerland,1,1,85,C
4053,Swiss Stone Eagle,Switzerland,1,NA,NA,G
4054,Swissky,Switzerland,9,4,77.71,E
4055,Swn Y Mor,United Kingdom,6,1,50,G
4056,Sword's,Scotland,1,NA,NA,G
4057,Sword's Gauntlet,Scotland,1,NA,NA,G
4058,Sylter Ellenbogen,Germany,NA,NA,NA,G
4059,Sylter Offshore,Germany,1,1,75.67,E
4060,Sylter Tide Whisky,Germany,1,1,68.9,G
4061,Sylter Watt,Germany,5,2,80,D
4062,Symphony,Scotland,1,1,85,C
4063,Syndicate 58/6,Scotland,2,1,82.5,D
4064,T-spooned Malt Whisky,Scotland,1,1,84.67,D
4065,T-Spooned Speyside Blended Malt Whisky,Scotland,1,1,76,E
4066,T.J. Pottinger,United States,6,NA,NA,G
4067,T.W. Samuels,United States,3,NA,NA,G
4068,Tacoma,United States,1,1,79,E
4069,Taconic Distillery,United States,5,NA,NA,G
4070,Tahoe Moonshine,United States,1,NA,NA,G
4071,Taketsuru,Japan,49,37,86.24,C
4072,Talimburg,Scotland,1,1,86.85,C
4073,Talisker,Scotland,544,451,86.93,C
4074,Tall Ships Race,Scotland,1,NA,NA,G
4075,Tam O' Shanter,Scotland,1,NA,NA,G
4076,Tambowie,Scotland,2,1,79,E
4077,Tamdhu,Scotland,396,286,84.96,D
4078,Tamifroyg,Scotland,1,1,88.88,C
4079,Tammer,Germany,1,NA,NA,G
4080,Tammie,Scotland,1,NA,NA,G
4081,Tamnavulin,Scotland,173,123,85.39,C
4082,Tangle Ridge,Canada,1,1,71,F
4083,Tanners,Scotland,2,NA,NA,G
4084,Tantallan,Scotland,9,3,80.53,D
4085,Taos Lightning,United States,4,NA,NA,G
4086,TAP,Canada,3,2,70.94,F
4087,Taplows,Scotland,1,NA,NA,G
4088,Taranis,Germany,3,2,79,E
4089,Taranty,Scotland,3,1,90,B
4090,Tarracroy,Scotland,3,1,90.5,B
4091,Tartan Pride,Scotland,1,1,80,D
4092,Tartans,Scotland,1,NA,NA,G
4093,Tasgall,Scotland,2,2,83.26,D
4094,Tasters' Choice,Scotland,3,3,88.67,C
4095,Tasty Creations,Scotland,16,10,83.27,D
4096,Tatoosh,United States,3,2,75.5,E
4097,Tattersall,United States,1,1,86,C
4098,Tawny Corn,Switzerland,3,NA,NA,G
4099,Tax Collector,Scotland,3,1,80.5,D
4100,Taylor,United States,1,NA,NA,G
4101,Tayside,Scotland,3,2,81,D
4102,Té Bheag,Scotland,8,6,81.73,D
4103,Teacher's,Scotland,44,26,79.09,E
4104,Teaghlach,Germany,1,1,89.86,C
4105,Teaninich,Scotland,301,208,86.22,C
4106,Tecker,Germany,19,9,72.28,F
4107,Teeling,Ireland,193,158,84.58,D
4108,Teerenpeli,Finland,29,26,80.74,D
4109,Teith Mill,Scotland,3,NA,NA,G
4110,Telser,Liechtenstein,17,13,77.7,E
4111,Temperance Distilling,United States,1,NA,NA,G
4112,Temperance Trader,United States,4,1,83,D
4113,Templeton,United States,7,7,81.51,D
4114,Temptation,United States,1,NA,NA,G
4115,Ten Distilleries,Japan,1,NA,NA,G
4116,Ten High,United States,11,5,83.4,D
4117,Tennessee Bourbon,United States,6,5,86.98,C
4118,Tennessee Spirits Company,United States,3,1,84,D
4119,Tennessee Straight Bourbon,United States,1,NA,NA,G
4120,Tennessee Walker,United States,1,NA,NA,G
4121,Tennessee Whisky,United States,2,1,85.67,C
4122,Texa Dram,Scotland,1,1,87.85,C
4123,Texas Ligation,United States,2,1,80,D
4124,Texas Longhorn,United States,1,NA,NA,G
4125,Texelse,Netherlands,6,5,77.28,E
4126,Thane of Cawdor,Scotland,1,NA,NA,G
4127,The '90s,Scotland,1,1,90,B
4128,The 15 Para Blend,Scotland,1,NA,NA,G
4129,The Abbot's Choice,Scotland,15,4,80.13,D
4130,The Akkeshi,Japan,2,1,76.67,E
4131,The Alloway,Scotland,1,1,89,C
4132,The Alrik,Germany,13,13,90.34,B
4133,The Ambassador,United States,1,1,88,C
4134,The An Linnean Blend,Scotland,1,1,91,B
4135,The Annan,Scotland,1,1,89,C
4136,The Antiquary,Scotland,41,23,81.14,D
4137,The Argyll And Sutherland Highlanders,Scotland,3,NA,NA,G
4138,The Aubigny Auld Alliance,France,1,NA,NA,G
4139,The Auchtertyre,Scotland,1,1,87,C
4140,The Auld Brig,Scotland,1,1,81,D
4141,The Bailie Nicol Jarvie,Scotland,6,4,80.2,D
4142,The Ballydoyle,Ireland,1,NA,NA,G
4143,The Banks O' Doon,Scotland,1,1,87,C
4144,The Bard's Best,Scotland,1,1,19,G
4145,The Belgian Owl,Belgium,69,43,78.14,E
4146,The Bennachie,Scotland,12,4,82.31,D
4147,The Big Smoke,Scotland,7,5,83.38,D
4148,The Big Strand,Scotland,1,1,83.29,D
4149,The Big T,United States,1,NA,NA,G
4150,The Biggar,Scotland,1,1,81,D
4151,The Bitter Truth,United States,1,1,89.75,C
4152,The Black Diamond,Scotland,1,1,87,C
4153,The Black Prince,Scotland,6,NA,NA,G
4154,The Black Tulip,Scotland,1,NA,NA,G
4155,The Blender's Reserve,Scotland,1,NA,NA,G
4156,The Bomb,Scotland,3,1,84,D
4157,The Breeder's Choice,Argentina,4,NA,NA,G
4158,The Brisbane,,1,1,86,C
4159,The Brook,Scotland,1,NA,NA,G
4160,The Buchanan,Scotland,4,NA,NA,G
4161,The Budgie Bar,Scotland,1,NA,NA,G
4162,The Burning Chair,United States,1,NA,NA,G
4163,The Captain's,Scotland,2,1,80,D
4164,The Càrn Mòr Blend,Scotland,1,1,78.67,E
4165,The Carnoustie,Scotland,1,NA,NA,G
4166,The Centenary Blend,Scotland,1,NA,NA,G
4167,The Chairman's,Scotland,1,NA,NA,G
4168,The Challenge,Scotland,2,1,80,D
4169,The Charles House,Scotland,5,3,50.33,G
4170,The Chivas and Glenlivet Group,Scotland,1,NA,NA,G
4171,The Cigar Malt,Scotland,13,9,88.52,C
4172,The Circus,Scotland,1,1,86.53,C
4173,The Class,Scotland,1,1,61,G
4174,The Classic Cask,United States,14,6,91.89,B
4175,The Claymore,Scotland,8,3,76.33,E
4176,The Clydeside Distillery,Scotland,1,1,77,E
4177,The Coaster,New Zealand,2,1,71,F
4178,The Coldstream Guard,Scotland,1,NA,NA,G
4179,The Connoisseur's,Scotland,1,1,1,G
4180,The Corriemhor,Scotland,3,3,83.72,D
4181,The Dalvey,Scotland,2,1,85,C
4182,The Dark Secret,Scotland,5,5,87.7,C
4183,The Dark Side of Islay,Scotland,4,3,88.16,C
4184,The Darkness,,2,NA,NA,G
4185,The Deacons Dram,Scotland,1,NA,NA,G
4186,The Dead Rabbit,United States,1,NA,NA,G
4187,The Deveron,Scotland,6,6,65.31,G
4188,The Dew Of The Grampians,Scotland,1,1,84,D
4189,The Directors' Blend,Scotland,1,NA,NA,G
4190,The Dirk,Scotland,1,NA,NA,G
4191,The Doborn,Scotland,1,NA,NA,G
4192,The Dogs,Scotland,1,1,15,G
4193,The Doonhamers,Scotland,1,NA,NA,G
4194,The Double,Scotland,3,2,82.88,D
4195,The Double Single,Scotland,3,3,88.23,C
4196,The Douglas Blend,Scotland,1,NA,NA,G
4197,The Dragon,Scotland,8,7,88.66,C
4198,The Drake,Scotland,1,NA,NA,G
4199,The Drumnadrochit Dram,Scotland,1,NA,NA,G
4200,The Dublin Liberties,Ireland,2,2,79.85,E
4201,The Dubliner,Ireland,3,2,76.6,E
4202,The Dundee,Scotland,2,NA,NA,G
4203,The Earl of Gosford's,Scotland,1,NA,NA,G
4204,The Earl's,Scotland,1,1,84.67,D
4205,The Eaton's,Scotland,1,NA,NA,G
4206,The Edge,Germany,1,1,80.67,D
4207,The Edrington Blend,Scotland,1,1,87,C
4208,The Ellisland,Scotland,1,1,82,D
4209,The Emerald 1865,United States,2,NA,NA,G
4210,The English Whisky,United Kingdom,237,142,79.79,E
4211,The Entertainer,Scotland,1,1,89.2,C
4212,The Epicurean,Scotland,5,2,80.74,D
4213,The Eriskay,Scotland,1,1,90.33,B
4214,The Exceptional,Scotland,4,3,88.67,C
4215,The Exclusive Blend,Scotland,7,5,86.3,C
4216,The Exec,Scotland,1,NA,NA,G
4217,The Falkirk Wheel,Scotland,2,NA,NA,G
4218,The Falls of Dochart,Scotland,1,NA,NA,G
4219,The Famous Glen,Scotland,1,NA,NA,G
4220,The Famous Grouse,Scotland,139,88,78.78,E
4221,The Famous Sinclair 1612,Scotland,1,NA,NA,G
4222,The Fat Trout,Scotland,4,3,77.67,E
4223,The Favourite,Scotland,1,NA,NA,G
4224,The Feathery,Scotland,2,2,82.67,D
4225,The Final Blend,Scotland,1,NA,NA,G
4226,The Firkin Whisky,Scotland,NA,NA,NA,G
4227,The First Footer,Scotland,1,NA,NA,G
4228,The Fisherman,Scotland,1,1,88,C
4229,The Five,Scotland,3,1,89,C
4230,The Formidable Jock of Bennachie,Scotland,2,NA,NA,G
4231,The Founders Reserve,Scotland,1,1,88,C
4232,The Four,Scotland,4,3,88.33,C
4233,The Frankenporter,New Zealand,1,NA,NA,G
4234,The Friars Carse,Scotland,1,1,87,C
4235,The Friend at Hand,Ireland,1,NA,NA,G
4236,The Fujisan,Japan,1,NA,NA,G
4237,The Gauldrons,Scotland,2,2,85.09,C
4238,The General,Scotland,2,1,91.85,B
4239,The Generous Spirit,Scotland,3,3,78.36,E
4240,The Gentleman's Blend,Scotland,1,NA,NA,G
4241,The Gifted Horse,United States,1,1,100,A
4242,The Gild,Scotland,1,1,77.25,E
4243,The Glen Dowan,Scotland,5,2,74.5,F
4244,The Glen Peel,Scotland,2,1,82.33,D
4245,The Glen Silver's,Scotland,5,4,72.94,F
4246,The Glenfohry,Scotland,3,2,34,G
4247,The Glenlivet-Blend,Scotland,2,NA,NA,G
4248,The Glover,Scotland,4,4,88.6,C
4249,The Golan Heights Distillery,Israel,3,3,82.56,D
4250,The Gold Label Whisky,Scotland,1,NA,NA,G
4251,The Golden Age Blend,Scotland,1,1,89.83,C
4252,The Good Spirits Co.,Scotland,23,9,82.94,D
4253,The Gordon Highlander's,Scotland,1,1,79.11,E
4254,The Great Glen,Scotland,3,3,69.56,G
4255,The Great Macaulay,Scotland,2,2,75,E
4256,The Green Welly Stop,United Kingdom,1,NA,NA,G
4257,The Greybeard,Scotland,1,1,72,F
4258,The Grove,Australia,1,1,40,G
4259,The Half-Century Blend,Scotland,3,3,88.71,C
4260,The Hampden Roar,Scotland,1,NA,NA,G
4261,The Hielanman,Scotland,4,NA,NA,G
4262,The Highland Fox,Scotland,1,NA,NA,G
4263,The Highlander,Scotland,1,1,82,D
4264,The Hilhaven Lodge,United States,1,NA,NA,G
4265,The Hive,Scotland,8,6,79.87,E
4266,The Hoebeg,Scotland,4,2,81.67,D
4267,The Hollow Mountain,Scotland,1,NA,NA,G
4268,The House of Alister MacKenzie,,1,1,84.5,D
4269,The House of Bruar,Scotland,1,1,80,D
4270,The Hunter,Scotland,1,NA,NA,G
4271,The Huntly,Scotland,3,3,84,D
4272,The Ileach,Scotland,11,8,82.49,D
4273,The Infamous,Scotland,1,1,86.8,C
4274,The Inverarity,Scotland,10,5,78.1,E
4275,The Inverness Courier,Scotland,1,NA,NA,G
4276,The Irish Fiddler,Ireland,1,1,78,E
4277,The Irishman,Ireland,47,36,82.98,D
4278,The Isle Of Islay,Scotland,1,1,87,C
4279,The Jacobite,Scotland,2,NA,NA,G
4280,The Junior,Scotland,2,NA,NA,G
4281,The Kenmore,Scotland,1,1,82,D
4282,The Kincardine,,1,1,86.8,C
4283,The Knot,Ireland,1,1,70,F
4284,The Kurayoshi,Japan,13,10,78.46,E
4285,The Kylesku,Scotland,1,NA,NA,G
4286,The Lakes,United Kingdom,6,2,81,D
4287,The Langlander,Poland,1,1,74,F
4288,The Last Drop,Scotland,10,6,93.24,B
4289,The Last Fetish,Scotland,1,1,89.8,C
4290,The Last Hunter,Scotland,1,NA,NA,G
4291,The Last Vatted Grain,Scotland,1,1,89.8,C
4292,The Last Vatted Malt,Scotland,1,1,90.27,B
